timestamp,test-class,test-method,time,description,result
2021-05-30 18:34:31.612,acme.testing.workplan.ManagerWorkplanUpdateServiceTest,updateWorkplanManagerNegativePrivateTaskPublicWorkplan,7437,"[1] id=5, version=1, execution_period_final_date=7/12/21 4:30 PM, execution_period_initial_date=4/29/21 8:00 AM, isPrivate=0, title=Workplan 13, user_account_id=67, workload=750.00",OK
2021-05-30 18:34:48.293,acme.testing.workplan.ManagerWorkplanCreateServiceTest,createWorkplanManagerPositive,7935,"[1] id=7, version=1, execution_period_final_date=7/12/22 3:30 PM, execution_period_initial_date=5/12/22 10:15 AM, isPrivate=0, title=Test workplan, user_account_id=67, workload=0.00",OK
2021-05-30 18:34:53.677,acme.testing.workplan.ManagerWorkplanCreateServiceTest,createWorkplanManagerNegative,5098,"[1] id=0, version=1, execution_period_final_date=7/12/21 3:30 PM, execution_period_initial_date=8/12/21 10:15 AM, isPrivate=0, title=sex sex sex, user_account_id=19, workload=0.00",OK
2021-05-30 18:35:10.851,acme.testing.workplan.ManagerWorkplanDeleteTaskServiceTest,deleteTaskFromWorkplanManagerPositive,7719,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00, workloadDiff=4.00",OK
2021-05-30 18:35:14.763,acme.testing.workplan.ManagerWorkplanDeleteTaskServiceTest,deleteTaskFromWorkplanManagerNegative,3595,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00, workloadDiff=4.00",OK
2021-05-30 18:35:28.739,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5069,"[1] id=0, version=1, execution_period_initial_date=4/11/21 8:15 AM, execution_period_final_date=12/24/22 5:30 PM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
2021-05-30 18:35:34.024,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,4986,"[2] id=1, version=1, execution_period_initial_date=2/20/21 8:14 AM, execution_period_final_date=5/18/21 5:15 PM, isPrivate=0, title=Workplan 3, user_account_id=67, workload=62.00",OK
2021-05-30 18:35:39.416,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5102,"[3] id=2, version=1, execution_period_initial_date=1/4/21 8:14 AM, execution_period_final_date=4/21/21 11:15 AM, isPrivate=1, title=Workplan 13, user_account_id=67, workload=750.00",OK
2021-05-30 18:35:44.717,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5015,"[4] id=3, version=1, execution_period_initial_date=3/14/21 8:00 AM, execution_period_final_date=6/30/21 3:30 PM, isPrivate=1, title=Workplan 11, user_account_id=67, workload=10.00",OK
2021-05-30 18:35:49.992,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,4973,"[5] id=4, version=1, execution_period_initial_date=5/12/21 10:15 AM, execution_period_final_date=12/24/22 5:30 PM, isPrivate=0, title=Workplan 7, user_account_id=67, workload=2.00",OK
2021-05-30 18:35:55.326,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5018,"[6] id=5, version=1, execution_period_initial_date=1/4/21 8:14 AM, execution_period_final_date=3/22/22 5:32 PM, isPrivate=1, title=Workplan 5, user_account_id=67, workload=0.00",OK
2021-05-30 18:36:00.716,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5079,"[7] id=6, version=1, execution_period_initial_date=6/12/22 11:00 AM, execution_period_final_date=8/12/22 7:00 AM, isPrivate=1, title=Workplan 9, user_account_id=67, workload=0.00",OK
2021-05-30 18:36:01.333,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineNegative,324,"listMineNegative()",OK
2021-05-30 18:36:12.778,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,1833,"[1] id=0, execution_period_final_date=5/26/22 5:27 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 4, workload=300.50",OK
2021-05-30 18:36:14.822,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,1711,"[2] id=1, execution_period_final_date=8/12/22 7:00 AM, execution_period_initial_date=6/12/22 11:00 AM, title=Workplan 9, workload=0.00",OK
2021-05-30 18:36:17.487,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,2302,"[3] id=2, execution_period_final_date=9/5/22 7:00 AM, execution_period_initial_date=4/12/21 8:26 AM, title=Workplan 2, workload=30.00",OK
2021-05-30 18:36:19.623,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,1719,"[4] id=3, execution_period_final_date=9/6/22 5:00 PM, execution_period_initial_date=4/29/21 8:00 AM, title=Workplan 8, workload=50.50",OK
2021-05-30 18:36:21.698,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,1744,"[5] id=4, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 1, workload=504.00",OK
2021-05-30 18:36:23.841,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceExecutionPeriodTest,ListarWorkPlanExecutionPeriod,1725,"[6] id=5, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=5/12/21 10:15 AM, title=Workplan 7, workload=2.00",OK
2021-05-30 18:36:39.213,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,2469,"[1] recordIndex=0, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 1, workload=504.00",OK
2021-05-30 18:36:41.414,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,1858,"[2] recordIndex=1, execution_period_final_date=5/26/22 5:27 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 4, workload=300.50",OK
2021-05-30 18:36:43.689,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,1926,"[3] recordIndex=2, execution_period_final_date=9/6/22 5:00 PM, execution_period_initial_date=4/29/21 8:00 AM, title=Workplan 8, workload=50.50",OK
2021-05-30 18:36:45.876,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,1890,"[4] recordIndex=3, execution_period_final_date=9/5/22 7:00 AM, execution_period_initial_date=4/12/21 8:26 AM, title=Workplan 2, workload=30.00",OK
2021-05-30 18:36:48.069,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,1901,"[5] recordIndex=4, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=5/12/21 10:15 AM, title=Workplan 7, workload=2.00",OK
2021-05-30 18:36:50.254,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,1857,"[6] recordIndex=5, execution_period_final_date=8/12/22 7:00 AM, execution_period_initial_date=6/12/22 11:00 AM, title=Workplan 9, workload=0.00",OK
2021-05-30 18:36:50.906,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showNegative,339,"[1] id=29",OK
2021-05-30 18:36:51.505,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showNegative,312,"[2] id=3479",OK
2021-05-30 18:36:52.147,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showNegative,312,"[3] id=54",OK
2021-05-30 18:36:52.821,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showNegative,325,"[4] id=55",OK
2021-05-30 18:37:03.454,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1790,"[1] id=0, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 1, workload=504.00",OK
2021-05-30 18:37:05.457,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1680,"[2] id=1, execution_period_final_date=5/26/22 5:27 PM, execution_period_initial_date=4/11/21 8:15 AM, title=Workplan 4, workload=300.50",OK
2021-05-30 18:37:07.559,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1781,"[3] id=2, execution_period_final_date=9/6/22 5:00 PM, execution_period_initial_date=4/29/21 8:00 AM, title=Workplan 8, workload=50.50",OK
2021-05-30 18:37:09.595,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1705,"[4] id=3, execution_period_final_date=9/5/22 7:00 AM, execution_period_initial_date=4/12/21 8:26 AM, title=Workplan 2, workload=30.00",OK
2021-05-30 18:37:11.696,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1747,"[5] id=4, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=5/12/21 10:15 AM, title=Workplan 7, workload=2.00",OK
2021-05-30 18:37:13.743,acme.testing.anonymous.workplan.AnonymousWorkPlanListServiceWorkLoadTest,ListarWorkPlanWorkLoad,1710,"[6] id=5, execution_period_final_date=8/12/22 7:00 AM, execution_period_initial_date=6/12/22 11:00 AM, title=Workplan 9, workload=0.00",OK
2021-05-30 18:37:28.018,acme.testing.authenticated.task.AuthenticatedListTaskTest,listMineTaskAuthenticatedPositive,4900,"[1] id=0, version=1, description=anonymous, execution_period_initial_date=4/21/21 3:30 PM, execution_period_final_date=4/12/21 10:15 AM, isPrivate=0, title=anonymous 1, url=https://github.com/serrojjim/dp2-june-16, workload=24.0, user_account_id=63",OK
2021-05-30 18:37:33.185,acme.testing.authenticated.task.AuthenticatedListTaskTest,listMineTaskAuthenticatedPositive,4867,"[2] id=1, version=1, description=anonymous, execution_period_initial_date=4/21/21 3:30 PM, execution_period_final_date=4/12/21 10:15 AM, isPrivate=0, title=anonymous 2, url=https://github.com/serrojjim/dp2-june-16.com, workload=4.0, user_account_id=63",OK
2021-05-30 18:37:47.598,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,showTaskAuthenticatedNegativeNonFinished,4255,"showTaskAuthenticatedNegativeNonFinished()",OK
2021-05-30 18:37:53.888,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,ShowTaskAuthenticatedPositive,5975,"[1] id=0, version=1, description=anonymous, execution_period_final_date=4/21/21 3:30 PM, execution_period_initial_date=4/12/21 10:15 AM, isPrivate=0, title=anonymous 1, url=https://github.com/serrojjim/dp2-june-16, workload=24.0, user_account_id=63",OK
2021-05-30 18:38:00.039,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,ShowTaskAuthenticatedPositive,5848,"[2] id=1, version=1, description=anonymous, execution_period_final_date=4/21/21 3:30 PM, execution_period_initial_date=4/12/21 10:15 AM, isPrivate=0, title=anonymous 2, url=https://github.com/serrojjim/dp2-june-16.com, workload=4.0, user_account_id=63",OK
2021-05-30 18:38:04.091,acme.testing.authenticated.task.AuthenticatedTaskShowServiceTest,showTaskAuthenticatedNegativeNonExist,3754,"showTaskAuthenticatedNegativeNonExist()",OK
2021-05-30 18:38:20.183,acme.testing.manager.task.ManagerTaskDeleteServiceTest,deleteTaskPositive,6343,"[1] id=0, version=1, description=sample test 1, execution_period_initial_date=4/27/21 3:38 PM, execution_period_final_date=5/27/21 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=2.0, user_account_id=63",OK
2021-05-30 18:38:24.306,acme.testing.manager.task.ManagerTaskDeleteServiceTest,showWorkplanmanagerNegativeNonExist,3820,"showWorkplanmanagerNegativeNonExist()",OK
2021-05-30 18:38:28.394,acme.testing.manager.task.ManagerTaskDeleteServiceTest,showWorkplanmanagerNegative,3779,"showWorkplanmanagerNegative()",OK
2021-05-30 18:38:42.451,acme.testing.manager.task.ManagerTaskListServiceTest,listMineTaskManagerPositive,4837,"[1] id=0, version=1, description=anonymous, execution_period_initial_date=4/21/21 3:30 PM, execution_period_final_date=4/12/21 10:15 AM, isPrivate=0, title=anonymous 2, url=https://github.com/serrojjim/dp2-june-16.com, workload=4.0, user_account_id=21",OK
2021-05-30 18:38:47.54,acme.testing.manager.task.ManagerTaskListServiceTest,listMineTaskManagerPositive,4776,"[2] id=1, version=1, description=Deploy our App in clevercloud, execution_period_initial_date=5/17/21 3:15 PM, execution_period_final_date=5/17/21 10:15 AM, isPrivate=0, title=Deploy App, url=https://www.clevercloud.com, workload=2.0, user_account_id=69",OK
2021-05-30 18:39:02.319,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerNegativeUpperWorkload,5618,"[1] id=17, version=1, description=sample test 1, execution_period_initial_date=4/27/22 4:38 PM, execution_period_final_date=4/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=1000, user_account_id=63",OK
2021-05-30 18:39:08.304,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerNegativeWorkload,5675,"[1] id=21, version=1, description=sample test 1, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=-2.0, user_account_id=63",OK
2021-05-30 18:39:16.718,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerPositive,8117,"[1] id=10, version=1, description=sample test 1, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=2.0, user_account_id=63",OK
2021-05-30 18:39:22.654,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerNegativeSpam,5619,"[1] id=17, version=1, description=sex sex sex sex sex sex, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sex sex sex sex sex sex, url=https://www.google.com, workload=2, user_account_id=63",OK
2021-05-30 18:39:28.589,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerNegativeInitialDate,5576,"[1] id=21, version=1, description=test sample 1, execution_period_initial_date=4/27/20 3:38 PM, execution_period_final_date=5/27/21 3:38 PM, isPrivate=0, title=test sample 1, url=https://www.google.com, workload=0, user_account_id=63",OK
2021-05-30 18:39:34.46,acme.testing.manager.task.ManagerTaskCreateServiceTest,createTaskManagerNegativeFinalDate,5534,"[1] id=21, version=1, description=test sample 1, execution_period_initial_date=5/27/22 3:38 PM, execution_period_final_date=4/27/22 3:38 PM, isPrivate=0, title=test sample 1, url=https://www.google.com, workload=0, user_account_id=63",OK
2021-05-30 18:39:49.844,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateTaskManagerNegativeSpam,6481,"[1] id=17, version=1, description=sex sex sex sex sex sex, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sex sex sex sex sex sex, url=https://www.google.com, workload=2, user_account_id=63",OK
2021-05-30 18:39:57.602,acme.testing.manager.task.ManagerTaskUpdateServiceTest,createTaskManagerPositive,7457,"[1] id=10, version=1, description=sample test 1, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=2.0, user_account_id=63",OK
2021-05-30 18:40:04.374,acme.testing.manager.task.ManagerTaskUpdateServiceTest,createTaskManagerNegativeInitialDate,6458,"[1] id=21, version=1, description=test sample 1, execution_period_initial_date=4/27/20 3:38 PM, execution_period_final_date=5/27/21 3:38 PM, isPrivate=0, title=test sample 1, url=https://www.google.com, workload=0, user_account_id=63",OK
2021-05-30 18:40:11.111,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateTaskManagerNegativeFinalDate,6436,"[1] id=21, version=1, description=test sample 1, execution_period_initial_date=5/27/22 3:38 PM, execution_period_final_date=4/27/22 3:38 PM, isPrivate=0, title=test sample 1, url=https://www.google.com, workload=0, user_account_id=63",OK
2021-05-30 18:40:17.914,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateTaskManagerUpperWorkload,6515,"[1] id=17, version=1, description=sample test 1, execution_period_initial_date=4/27/22 4:38 PM, execution_period_final_date=4/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=1000, user_account_id=63",OK
2021-05-30 18:40:24.848,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateTaskManagerNegativeWorkload,6579,"[1] id=21, version=1, description=sample test 1, execution_period_initial_date=4/27/22 3:38 PM, execution_period_final_date=5/27/22 3:38 PM, isPrivate=0, title=sample test 1, url=https://www.google.com, workload=-2.0, user_account_id=63",OK
2021-05-30 18:40:39.157,acme.testing.manager.task.ManagerTaskShowServiceTest,showTaskManagerNegativeNonExist,3820,"showTaskManagerNegativeNonExist()",OK
2021-05-30 18:40:45.755,acme.testing.manager.task.ManagerTaskShowServiceTest,showTaskManagerPositive,6237,"[1] id=0, version=1, description=anonymous 2, execution_period_initial_date=4/12/21 10:15 AM, execution_period_final_date=4/21/21 3:30 PM, isPrivate=0, title=anonymous 2, url=https://www.google.com, workload=0, user_account_id=63",OK
2021-05-30 18:40:50.525,acme.testing.manager.task.ManagerTaskShowServiceTest,showTaskManagerNegative,4358,"showTaskManagerNegative()",OK
2021-05-30 18:41:06.792,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,2387,"[1] recordIndex=0, author=Miguel Ángel Valverde, link=http://ejemplo2.com, moment=2021/05/01 10:38, title=I'm the master of my Team!",OK
2021-05-30 18:41:08.912,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1691,"[2] recordIndex=1, author=Miguel Ángel, link=http://ejemplo7.com, moment=2021/05/01 10:35, title=I'm the best developer!",OK
2021-05-30 18:41:11.022,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1733,"[3] recordIndex=2, author=Antonio Campuzano, link=http://ejemplo1.com, moment=2021/05/01 10:15, title=I'm the creator!",OK
2021-05-30 18:41:13.073,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1690,"[4] recordIndex=3, author=Ale Ruiz, link=null, moment=2021/05/01 09:49, title=I'm developer!",OK
2021-05-30 18:41:15.237,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1813,"[5] recordIndex=4, author=John Doe, link=null, moment=2021/05/01 09:39, title=I'm developer!",OK
2021-05-30 18:41:17.325,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1733,"[6] recordIndex=5, author=Diego Plaza, link=http://ejemplo3.com, moment=2021/05/01 02:48, title=I'm developer!",OK
2021-05-30 18:41:19.746,acme.testing.anonymous.shout.AnonymousShoutListTest,listRecentShoutsByMoment,1929,"[7] recordIndex=6, author=Emote-man, link=null, moment=2021/04/30 10:29, title=;) :) -_-",OK
2021-05-30 18:41:34.076,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3611,"[1] author=Lucia Nieto, text=¡soy una super programadora!, link=http://lucianieto.org",OK
2021-05-30 18:41:37.855,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3422,"[2] author=Jose Luis Garcia, text=¡me encanta el software!, link=null",OK
2021-05-30 18:41:42.227,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3971,"[3] author=Antonio Buendia, text=Diseño y pruebas es mi asignatura favorita, link=http://antonio.org",OK
2021-05-30 18:41:45.903,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3302,"[4] author=Manuela Gomez, text=soy analista, link=null",OK
2021-05-30 18:41:49.526,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3278,"[5] author=Joaquin Neva, text=¡Soy manager desde hace 10 años!, link=null",OK
2021-05-30 18:41:53.222,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3379,"[6] author=Francisco Lopez, text=Mi pasión es la mezcla software-hardware, link=null",OK
2021-05-30 18:41:55.426,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1847,"[1] author=sex sex sex, text=sex sex sex, link=http://lucianieto.org",OK
2021-05-30 18:41:57.696,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1851,"[2] author=Jose Luis Garcia, text=null, link=null",OK
2021-05-30 18:41:59.963,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1885,"[3] author=, text=Diseño y pruebas es mi asignatura favorita, link=http://antonio.org",OK
2021-05-30 18:42:02.533,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2010,"[4] author=millón de dolares, text=soy analista, link=null",OK
2021-05-30 18:42:05.066,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1883,"[5] author=Joaquin Neva, text=sex sex sex, link=null",OK
2021-05-30 18:42:07.599,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1954,"[6] author=Francisco Lopez, text=Mi pasión es la mezcla software-hardware, link=hhtp",OK
2021-05-30 18:42:23.86,acme.testing.authenticated.manager.ManagerButtonTest,ManagerButton,4426,"ManagerButton()",OK
2021-05-30 18:42:37.135,acme.testing.anonymous.task.AnonymousTaskTest,listMineTaskAnonymousPositive,2060,"[1] id=0, version=1, description=sample description, execution_period_final_date=6/30/21 3:30 PM, execution_period_initial_date=5/12/21 10:15 AM, isPrivate=0, title=sample test 1, url=https://github.com/serrojjim/dp2-june-16, workload=2.0, user_account_id=63",OK
2021-05-30 18:42:39.043,acme.testing.anonymous.task.AnonymousTaskTest,listMineTaskAnonymousPositive,1514,"[2] id=1, version=1, description=sample description, execution_period_final_date=6/30/21 3:30 PM, execution_period_initial_date=5/12/21 10:15 AM, isPrivate=0, title=sample task 2, url=https://github.com/serrojjim/dp2-june-16.com, workload=2.0, user_account_id=63",OK
2021-05-30 18:42:49.944,acme.testing.anonymous.task.AnonymousTaskShowServiceTest,showTaskAnonymousNegativeNonExist,436,"showTaskAnonymousNegativeNonExist()",OK
2021-05-30 18:42:53.235,acme.testing.anonymous.task.AnonymousTaskShowServiceTest,ShowTaskAnonymousPositive,2698,"[1] id=0, version=1, description=sample description, execution_period_final_date=6/30/21 3:30 PM, execution_period_initial_date=5/12/21 10:15 AM, isPrivate=0, title=sample test 1, url=https://github.com/serrojjim/dp2-june-16, workload=2.0, user_account_id=63",OK
2021-05-30 18:42:56.258,acme.testing.anonymous.task.AnonymousTaskShowServiceTest,ShowTaskAnonymousPositive,2615,"[2] id=1, version=1, description=sample description, execution_period_final_date=6/30/21 3:30 PM, execution_period_initial_date=5/12/21 10:15 AM, isPrivate=0, title=sample task 2, url=https://github.com/serrojjim/dp2-june-16.com, workload=2.0, user_account_id=63",OK
2021-05-30 18:42:57.047,acme.testing.anonymous.task.AnonymousTaskShowServiceTest,showTaskAnonymousNegativeFinished,463,"showTaskAnonymousNegativeFinished()",OK
2021-05-30 18:43:14.134,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,6016,"[1] threshold=0.10",OK
2021-05-30 18:43:19.582,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,5086,"[2] threshold=0.70",OK
2021-05-30 18:43:25.094,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,5062,"[3] threshold=0.99",OK
2021-05-30 18:43:30.537,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,5113,"[4] threshold=0.01",OK
2021-05-30 18:43:36.045,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,5141,"[5] threshold=0.50",OK
2021-05-30 18:43:41.412,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updatePositive,5012,"[6] threshold=0.20",OK
2021-05-30 18:43:46.821,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5033,"[1] threshold=2",OK
2021-05-30 18:43:52.215,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5039,"[2] threshold=3.1",OK
2021-05-30 18:43:57.559,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5011,"[3] threshold=hola",OK
2021-05-30 18:44:03.446,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5559,"[4] threshold=",OK
2021-05-30 18:44:08.821,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5049,"[5] threshold=0.ff",OK
2021-05-30 18:44:14.326,acme.testing.administrator.spam.AdministratorSpamUpdateTest,updateNegative,5129,"[6] threshold=-0.3",OK
2021-05-30 18:44:30.9,acme.testing.administrator.spamword.AdministratorSpamWordCreateTest,createPositive,6234,"[1] word=i'm spam, lastRowIndex=15",OK
