timestamp,test-class,test-method,time,description,result
2021-09-09 12:32:29.763,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2560,"[1] author=Mariano Manuel, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo3=4/27/21 3:38 PM, sergiolo4=EUR 23.00, sergiolo5=true",OK
2021-09-09 12:32:32.489,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2377,"[2] author=Lucia Nieto, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo3=sin formato, sergiolo4=USD 23.00, sergiolo5=false",OK
2021-09-09 12:32:35.354,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2527,"[3] author=Sergio Nieto, text=¡soy un super programador!, link=http://sergionieto.org, sergiolo3=null, sergiolo4=USD 23.00, sergiolo5=true",OK
2021-09-09 12:32:38.331,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2648,"[4] author=Antonio Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo3=4/27/21 13:38 PM, sergiolo4=USD 23.00, sergiolo5=true",OK
2021-09-09 12:32:41.347,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2637,"[5] author=Antonio Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo3=3:38 PM, sergiolo4=USD 23.00, sergiolo5=true",OK
2021-09-09 12:32:44.067,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2421,"[1] author=Lucia Nieto, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo4=OPP 23.00, sergiolo5=false",OK
2021-09-09 12:32:46.94,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2560,"[2] author=Sergio Nieto, text=¡soy un super programador!, link=http://sergionieto.org, sergiolo4=dolaree 23.aj, sergiolo5=true",OK
2021-09-09 12:32:49.889,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2611,"[3] author=Antonio Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo4=null, sergiolo5=true",OK
2021-09-09 12:32:52.875,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2621,"[4] author=Juan Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo4=USD 23., sergiolo5=true",OK
2021-09-09 12:32:55.854,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2647,"[5] author=Alberto Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo4=23.EUR, sergiolo5=true",OK
2021-09-09 12:32:58.83,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2617,"[6] author=Antonia Nieto, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo4=.23EUR, sergiolo5=true",OK
2021-09-09 12:33:01.825,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeAuthor,2672,"[1] author=Mari, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo4=EUR 23.00, sergiolo5=true",OK
2021-09-09 12:33:04.565,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeAuthor,2386,"[2] author=Lucia Nieto Lucia Nieto Lucia Nieto Lucia Nieto, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo4=USD 23.00, sergiolo5=false",OK
2021-09-09 12:33:07.505,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeAuthor,2600,"[3] author=null, text=¡soy un super programador!, link=http://sergionieto.org, sergiolo4=USD 23.00, sergiolo5=true",OK
2021-09-09 12:33:10.494,acme.testing.controlcheck.AnonymousShoutCreateTest,createNegativeAuthor,2646,"[4] author=sex sex sex sex sex sex sex sex sex sex sex, text=¡soy un super programador sin dinero!, link=http://antonionieto.org, sergiolo4=USD 23.00, sergiolo5=true",OK
2021-09-09 12:33:16.204,acme.testing.controlcheck.AnonymousShoutCreateTest,createPositive,5357,"[1] author=Lucia Nieto, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo4=EUR 23.00, sergiolo5=true, index=0",OK
2021-09-09 12:33:21.75,acme.testing.controlcheck.AnonymousShoutCreateTest,createPositive,5228,"[2] author=Lucia Nieto, text=¡soy una super programadora!, link=null, sergiolo4=USD 23.00, sergiolo5=false, index=0",OK
