timestamp,test-class,test-method,time,description,result
2021-09-08 20:44:03.81,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2934,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo2=negative format, sergiolo4=230 EUR",OK
2021-09-08 20:44:06.73,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2564,"[2] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo2=2222222, sergiolo4=230 EUR",OK
2021-09-08 20:44:09.511,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2324,"[3] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo2=212121/xx/aa, sergiolo4=230 EUR",OK
2021-09-08 20:44:12.317,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2373,"[4] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo2=210901/xx/aa, sergiolo4=230 EUR",OK
2021-09-08 20:44:15.006,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2285,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=230 EUR, sergiolo3=10/10/10 10:00 PM",OK
2021-09-08 20:44:17.747,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2321,"[2] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=230 EUR, sergiolo3=10/10/10 10:00PM",OK
2021-09-08 20:44:20.348,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2242,"[3] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=230 EUR, sergiolo3=negative test",OK
2021-09-08 20:44:23.311,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2328,"[4] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=230 EUR, sergiolo3=08/09/2026 14:35",OK
2021-09-08 20:44:26.069,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2291,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=negative test",OK
2021-09-08 20:44:28.707,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2218,"[2] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=xxxx",OK
2021-09-08 20:44:31.446,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2254,"[3] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=xxx EUR",OK
2021-09-08 20:44:34.148,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2276,"[4] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=.2.2 EUR",OK
2021-09-08 20:44:37.355,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2757,"[5] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=null",OK
2021-09-08 20:44:44.195,acme.testing.controlCheck.AnonymousShoutCreateTest,createPositive,6420,"[1] author=Lucia, text=¡soy una super programadora!, link=http://lucianieto.org, sergiolo2=/03/aa, sergiolo4=EUR 200.00, sergiolo5=true, index=0",OK
2021-09-08 20:44:49.776,acme.testing.controlCheck.AnonymousShoutCreateTest,createPositive,4978,"[2] author=Antonio, text=¡hola!, link=http://google.org, sergiolo2=/03/bb, sergiolo4=USD 200.00, sergiolo5=false, index=0",OK
2021-09-08 20:45:21.069,acme.testing.controlCheck.DashboardShowTest,showPositive,18909,"showPositive()",OK
2021-09-08 20:45:21.84,acme.testing.controlCheck.DashboardShowTest,showNegative,397,"showNegative()",OK
