timestamp,simple-path,time
2021-09-08 19:51:12.424,/master/welcome,500
2021-09-08 19:51:12.809,/master/welcome,323
2021-09-08 19:51:13.566,/master/sign-in,603
2021-09-08 19:51:14.87,/master/welcome,591
2021-09-08 19:51:17.163,/master/welcome,324
2021-09-08 19:51:17.87,/master/welcome,586
2021-09-08 19:51:18.448,/master/welcome,402
2021-09-08 19:51:19.32,/anonymous/shout/create,586
2021-09-08 19:51:26.495,/anonymous/shout/create,611
