timestamp,test-class,test-method,time,description,result
2021-09-06 18:28:21.975,acme.testing.dashboard.DashboardShowTest,showPositive,33737,"showPositive()",Element 'By.xpath: /html/body/div[2]/div/table[1]/tbody/tr[5]/td[normalize-space(text()) = '33.90']' is expected
2021-09-06 18:28:22.829,acme.testing.dashboard.DashboardShowTest,showNegative,561,"showNegative()",OK
2021-09-06 18:28:39.159,acme.testing.workplan.ManagerWorkplanChangePrivacyServiceTest,changeWorkplantoPrivatePositive,6837,"[1] id=0, version=1, execution_period_initial_date=2021-04-11 08:15:00, execution_period_final_date=2022-12-24 17:30:00, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504",OK
2021-09-06 18:28:44.905,acme.testing.workplan.ManagerWorkplanChangePrivacyServiceTest,changeWorkplanToPublicPositive,5480,"[1] id=7, version=1, execution_period_initial_date=2021-04-12 10:15:00, execution_period_final_date=2021-04-21 15:30:00, isPrivate=1, title=Workplan 15, user_account_id=68, workload=0",OK
2021-09-06 18:28:50.632,acme.testing.workplan.ManagerWorkplanChangePrivacyServiceTest,changeWorkplanToPublicNegative,5491,"[1] id=2, version=1, execution_period_initial_date=2021-04-01 08:14:00, execution_period_final_date=2021-04-21 06:15:00, isPrivate=1, title=Workplan 13, user_account_id=67, workload=750",OK
2021-09-06 18:29:04.153,acme.testing.workplan.ManagerWorkplanDeleteServiceTest,deleteWorkplanPositive,5672,"[1] id=2, version=1, execution_period_initial_date=2021-12-23 16:30:00, execution_period_final_date=2021-10-24 06:15:00, isPrivate=1, title=Workplan 13, user_account_id=67, workload=2",OK
2021-09-06 18:29:07.967,acme.testing.workplan.ManagerWorkplanDeleteServiceTest,deleteAWorkplanThatDoesntExist,3580,"deleteAWorkplanThatDoesntExist()",OK
2021-09-06 18:29:08.515,acme.testing.workplan.ManagerWorkplanDeleteServiceTest,deleteWorkplanThatIDontOwn,266,"deleteWorkplanThatIDontOwn()",OK
2021-09-06 18:29:23.078,acme.testing.workplan.ManagerWorkplanShowServiceTest,showWorkplanManagerPositive,5989,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
2021-09-06 18:29:26.879,acme.testing.workplan.ManagerWorkplanShowServiceTest,showWorkplanManagerNegative,3503,"[1] id=0, version=1, execution_period_initial_date=12/24/22 5:30 PM, execution_period_final_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
2021-09-06 18:29:43.328,acme.testing.workplan.ManagerWorkplanUpdateServiceTest,updateWorkplanManagerPositive,8047,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
2021-09-06 18:29:49.462,acme.testing.workplan.ManagerWorkplanUpdateServiceTest,updateWorkplanManagerNegativeSpamTitleInvalidDateFormat,5851,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
