timestamp,test-class,test-method,time,description,result
2021-06-07 14:44:22.436,acme.testing.workplan.ManagerWorkplanDeleteTaskServiceTest,deleteTaskFromWorkplanManagerPositive,8585,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00, workloadDiff=4.00",OK
2021-06-07 14:44:26.635,acme.testing.workplan.ManagerWorkplanDeleteTaskServiceTest,deleteTaskFromWorkplanManagerNegative,3855,"[1] id=0, version=1, execution_period_final_date=12/24/22 5:30 PM, execution_period_initial_date=4/11/21 8:15 AM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00, workloadDiff=4.00",OK
2021-06-07 14:44:42.139,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5339,"[1] id=0, version=1, execution_period_initial_date=4/11/21 8:15 AM, execution_period_final_date=12/24/22 5:30 PM, isPrivate=0, title=Workplan 1, user_account_id=67, workload=504.00",OK
2021-06-07 14:44:47.906,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5355,"[2] id=1, version=1, execution_period_initial_date=2/20/21 8:14 AM, execution_period_final_date=5/18/21 5:15 PM, isPrivate=0, title=Workplan 3, user_account_id=67, workload=62.00",OK
2021-06-07 14:44:53.405,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5139,"[3] id=2, version=1, execution_period_initial_date=1/4/21 8:14 AM, execution_period_final_date=4/21/21 11:15 AM, isPrivate=1, title=Workplan 13, user_account_id=67, workload=750.00",OK
2021-06-07 14:44:58.909,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5173,"[4] id=3, version=1, execution_period_initial_date=3/14/21 8:00 AM, execution_period_final_date=6/30/21 3:30 PM, isPrivate=1, title=Workplan 11, user_account_id=67, workload=10.00",OK
2021-06-07 14:45:04.614,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5302,"[5] id=4, version=1, execution_period_initial_date=5/12/21 10:15 AM, execution_period_final_date=12/24/22 5:30 PM, isPrivate=0, title=Workplan 7, user_account_id=67, workload=2.00",OK
2021-06-07 14:45:10.201,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5228,"[6] id=5, version=1, execution_period_initial_date=1/4/21 8:14 AM, execution_period_final_date=3/22/22 5:32 PM, isPrivate=1, title=Workplan 5, user_account_id=67, workload=0.00",OK
2021-06-07 14:45:15.837,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineWorkplanManagerPositive,5273,"[7] id=6, version=1, execution_period_initial_date=6/12/22 11:00 AM, execution_period_final_date=8/12/22 7:00 AM, isPrivate=1, title=Workplan 9, user_account_id=67, workload=0.00",OK
2021-06-07 14:45:16.566,acme.testing.workplan.ManagerWorkplanListServiceTest,listMineNegative,417,"listMineNegative()",OK
