timestamp,test-class,test-method,time,description,result
2021-09-09 12:51:44.417,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeLink,2425,"[1] author=test sample1, text=text for test sample1, link=this is not a link, sergiolo4=22 EUR",OK
2021-09-09 12:51:47.196,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeLink,2389,"[2] author=test sample2, text=text for test sample2, link=hsdatt1p://t1his123is3112.a.link123.for.test.sample2, sergiolo4=32 GBP",OK
2021-09-09 12:51:49.831,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeLink,2278,"[3] author=test sample2, text=text for test sample2, link=http//this.is.not.a.correct.link, sergiolo4=32 GBP",OK
2021-09-09 12:51:52.538,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeLink,2364,"[4] author=test sample2, text=text for test sample2, link=this.is.not.a.correct.link, sergiolo4=32 GBP",OK
2021-09-09 12:51:55.228,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeText,2315,"[1] author=test sample1, text=sex sex sex, link=http://this.is.a.link.for.test.sample1, sergiolo4=22 EUR",OK
2021-09-09 12:51:57.895,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeText,2299,"[2] author=test sample2, text=null, link=http://this.is.a.link.for.test.sample2, sergiolo4=23 USD",OK
2021-09-09 12:52:00.69,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeText,2424,"[3] author=test sample3, text=more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100 more than 100, link=http://this.is.a.link.for.test.sample3, sergiolo4=220 GBP",OK
2021-09-09 12:52:03.344,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2314,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo2=negative format, sergiolo4=230 EUR",OK
2021-09-09 12:52:06.076,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2356,"[2] author=test sample2, text=text for test sample2, link=http://this.is.a.link.for.test.sample2, sergiolo2=2222222, sergiolo4=230 EUR",OK
2021-09-09 12:52:08.833,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2351,"[3] author=test sample3, text=text for test sample3, link=http://this.is.a.link.for.test.sample3, sergiolo2=212121/xx/aa, sergiolo4=230 EUR",OK
2021-09-09 12:52:11.485,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo2,2250,"[4] author=test sample4, text=text for test sample4, link=http://this.is.a.link.for.test.sample4, sergiolo2=210901/xx/aa, sergiolo4=230 EUR",OK
2021-09-09 12:52:14.153,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2325,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=230 EUR, sergiolo3=10/10/10 10:00 PM",OK
2021-09-09 12:52:16.801,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2249,"[2] author=test sample2, text=text for test sample2, link=http://this.is.a.link.for.test.sample2, sergiolo4=230 EUR, sergiolo3=10/10/10 10:00PM",OK
2021-09-09 12:52:19.587,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2368,"[3] author=test sample3, text=text for test sample3, link=http://this.is.a.link.for.test.sample3, sergiolo4=230 EUR, sergiolo3=negative test",OK
2021-09-09 12:52:22.265,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo3,2308,"[4] author=test sample4, text=text for test sample4, link=http://this.is.a.link.for.test.sample4, sergiolo4=230 EUR, sergiolo3=08/09/2026 14:35",OK
2021-09-09 12:52:24.932,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2249,"[1] author=test sample1, text=text for test sample1, link=http://this.is.a.link.for.test.sample1, sergiolo4=negative test",OK
2021-09-09 12:52:27.684,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2365,"[2] author=test sample2, text=text for test sample2, link=http://this.is.a.link.for.test.sample2, sergiolo4=xxxx",OK
2021-09-09 12:52:30.332,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2280,"[3] author=test sample3, text=text for test sample3, link=http://this.is.a.link.for.test.sample3, sergiolo4=xxx EUR",OK
2021-09-09 12:52:32.988,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2285,"[4] author=test sample4, text=text for test sample4, link=http://this.is.a.link.for.test.sample4, sergiolo4=.2.2 EUR",OK
2021-09-09 12:52:35.699,acme.testing.controlCheck.AnonymousShoutCreateTest,createNegativeSergiolo4,2325,"[5] author=test sample5, text=text for test sample5, link=http://this.is.a.link.for.test.sample5, sergiolo4=null",OK
